"inventory","year","listings","city","median"
7.7,2000,745,"San Angelo",77900
7.6,2000,700,"San Angelo",71200
7.5,2000,698,"San Angelo",72500
6.8,2001,636,"San Angelo",84400
6.5,2001,614,"San Angelo",74300
6.1,2001,591,"San Angelo",72100
6.3,2001,624,"San Angelo",74100
6.3,2001,621,"San Angelo",72700
6.7,2001,659,"San Angelo",90000
6.8,2001,664,"San Angelo",82100
6.7,2001,648,"San Angelo",83800
6.8,2001,650,"San Angelo",78600
6.4,2001,609,"San Angelo",75000
5.5,2001,556,"San Angelo",77500
5.5,2001,563,"San Angelo",77500
5.6,2002,567,"San Angelo",75000
5.4,2002,550,"San Angelo",73400
5.4,2002,530,"San Angelo",78200
5.6,2002,543,"San Angelo",73200
5.6,2002,558,"San Angelo",71700
5.8,2002,567,"San Angelo",73800
5.6,2002,543,"San Angelo",81800
5.4,2002,528,"San Angelo",85000
5.4,2002,535,"San Angelo",78500
5.1,2002,513,"San Angelo",80000
5,2002,492,"San Angelo",80000
4.7,2002,467,"San Angelo",81700
5,2003,500,"San Angelo",79400
4.9,2003,489,"San Angelo",75800
5.1,2003,511,"San Angelo",74400
5.6,2003,559,"San Angelo",83500
5.8,2003,573,"San Angelo",90600
5.6,2003,570,"San Angelo",86100
5.7,2003,592,"San Angelo",86700
5.6,2003,578,"San Angelo",85700
5.4,2003,561,"San Angelo",79200
5.4,2003,568,"San Angelo",77700
5.8,2003,595,"San Angelo",77500
5.9,2003,601,"San Angelo",80900
6.1,2004,622,"San Angelo",85600
5.9,2004,608,"San Angelo",85900
6.1,2004,631,"San Angelo",82900
6.3,2004,663,"San Angelo",87800
6.6,2004,695,"San Angelo",84100
6.3,2004,677,"San Angelo",82700
6.2,2004,667,"San Angelo",91500
5.7,2004,625,"San Angelo",90000
5.8,2004,633,"San Angelo",88600
5.4,2004,591,"San Angelo",91000
4.6,2004,522,"San Angelo",82900
4.5,2004,515,"San Angelo",82100
4.4,2005,517,"San Angelo",82900
4.5,2005,530,"San Angelo",85400
4.7,2005,567,"San Angelo",80900
4.6,2005,570,"San Angelo",91400
4.7,2005,582,"San Angelo",86800
4.6,2005,580,"San Angelo",99100
4,2005,507,"San Angelo",99000
3.5,2005,453,"San Angelo",90700
3.4,2005,459,"San Angelo",89500
4.7,2006,624,"San Angelo",101400
2.3,2007,300,"San Angelo",91200
2.7,2007,349,"San Angelo",92800
2.1,2007,274,"San Angelo",93800
2.3,2007,309,"San Angelo",1e+05
2.1,2007,283,"San Angelo",110000
1.4,2007,182,"San Angelo",118900
2.5,2007,334,"San Angelo",113900
2.9,2007,378,"San Angelo",111500
2.6,2007,347,"San Angelo",99000
3.1,2007,419,"San Angelo",105500
3.4,2007,448,"San Angelo",115700
3,2007,398,"San Angelo",115000
3.1,2008,403,"San Angelo",109200
2.7,2008,354,"San Angelo",110600
3.3,2008,436,"San Angelo",105700
3.6,2008,470,"San Angelo",1e+05
3.2,2008,410,"San Angelo",121500
3.8,2008,487,"San Angelo",115700
4.1,2008,520,"San Angelo",110000
4.9,2008,595,"San Angelo",123000
4.5,2008,539,"San Angelo",112300
4.6,2008,537,"San Angelo",111800
5.1,2008,578,"San Angelo",106200
5.3,2008,590,"San Angelo",115000
4.7,2009,520,"San Angelo",104300
5.1,2009,547,"San Angelo",122700
4.9,2009,529,"San Angelo",112100
5.4,2009,578,"San Angelo",115800
5.5,2009,578,"San Angelo",104200
5.6,2009,577,"San Angelo",127100
5.6,2009,577,"San Angelo",121700
5.3,2009,540,"San Angelo",120600
5.5,2009,558,"San Angelo",103600
5.3,2009,545,"San Angelo",118600
5.1,2009,536,"San Angelo",111100
4.8,2009,498,"San Angelo",1e+05
5.3,2010,543,"San Angelo",85000
5.1,2010,525,"San Angelo",138600
5.3,2010,554,"San Angelo",98100
5.7,2010,602,"San Angelo",118500
5.9,2010,623,"San Angelo",113600
6.5,2010,675,"San Angelo",135900
6.7,2010,682,"San Angelo",119200
7,2010,706,"San Angelo",117900
7,2010,701,"San Angelo",111200
6.4,2010,635,"San Angelo",109200
6.6,2010,641,"San Angelo",130000
6.1,2010,597,"San Angelo",123300
6.3,2011,615,"San Angelo",118900
6.2,2011,608,"San Angelo",117800
6.5,2011,622,"San Angelo",133800
7.1,2011,658,"San Angelo",115400
7.2,2011,667,"San Angelo",124300
7,2011,651,"San Angelo",126400
6.9,2011,647,"San Angelo",124600
6,2011,583,"San Angelo",128100
5.8,2011,550,"San Angelo",110000
5.6,2011,533,"San Angelo",121700
5.2,2011,501,"San Angelo",121000
4.9,2012,473,"San Angelo",108600
5.1,2012,493,"San Angelo",119300
4.8,2012,474,"San Angelo",111700
4.8,2012,484,"San Angelo",120000
4.9,2012,497,"San Angelo",116200
4.5,2012,481,"San Angelo",133600
5,2012,542,"San Angelo",132400
4.9,2012,513,"San Angelo",118300
4.4,2012,483,"San Angelo",133000
4.3,2012,478,"San Angelo",143900
3.8,2012,433,"San Angelo",123300
2.9,2013,343,"San Angelo",118200
2.5,2013,303,"San Angelo",130000
2.1,2013,266,"San Angelo",131800
2,2013,269,"San Angelo",140000
2.4,2013,320,"San Angelo",155900
2.6,2013,355,"San Angelo",146900
2.6,2013,362,"San Angelo",142200
3,2013,415,"San Angelo",147300
3.1,2013,453,"San Angelo",133300
3.2,2013,459,"San Angelo",144600
3.4,2013,486,"San Angelo",125600
3.3,2013,469,"San Angelo",155800
3.5,2014,475,"San Angelo",137300
3.4,2014,461,"San Angelo",149300
3.5,2014,457,"San Angelo",147100
3.7,2014,467,"San Angelo",146000
3.9,2014,481,"San Angelo",140800
3.6,2014,447,"San Angelo",159400
4.4,2014,537,"San Angelo",162900
4.4,2014,535,"San Angelo",161800
4.4,2014,537,"San Angelo",163000
4.1,2014,498,"San Angelo",151600
3.9,2014,491,"San Angelo",151300
3.7,2014,473,"San Angelo",159200
3.7,2015,477,"San Angelo",138300
3.7,2015,470,"San Angelo",143300
3.5,2015,453,"San Angelo",148400
3.7,2015,467,"San Angelo",162900
3.8,2015,483,"San Angelo",157900
4.2,2015,547,"San Angelo",175400
4.3,2015,570,"San Angelo",170900
4.7,2000,5866,"San Antonio",90900
4.7,2000,5933,"San Antonio",86000
4.9,2000,6187,"San Antonio",87000
5,2000,6339,"San Antonio",90200
5,2000,6454,"San Antonio",91200
5,2000,6471,"San Antonio",100100
4.9,2000,6328,"San Antonio",100500
5.2,2000,6764,"San Antonio",93400
5.2,2000,6761,"San Antonio",94800
5.2,2000,6850,"San Antonio",93500
5,2000,6610,"San Antonio",94100
4.9,2000,6335,"San Antonio",96800
4.9,2001,6437,"San Antonio",87900
5.1,2001,6662,"San Antonio",96900
5.2,2001,6782,"San Antonio",97300
5.2,2001,6906,"San Antonio",93300
5.3,2001,7074,"San Antonio",102300
5.4,2001,7260,"San Antonio",104600
5.4,2001,7212,"San Antonio",100900
5.2,2001,7006,"San Antonio",102400
5.2,2001,6919,"San Antonio",98500
5.1,2001,6774,"San Antonio",96400
4.8,2001,6511,"San Antonio",98200
4.6,2001,6299,"San Antonio",108000
4.9,2002,6616,"San Antonio",100500
5,2002,6787,"San Antonio",104000
5.2,2002,6959,"San Antonio",100400
5.3,2002,7049,"San Antonio",102100
5.3,2002,7080,"San Antonio",108700
5.5,2002,7237,"San Antonio",112700
5.6,2002,7265,"San Antonio",111000
5.6,2002,7243,"San Antonio",103200
5.5,2002,7290,"San Antonio",105600
5.5,2002,7272,"San Antonio",107800
5.4,2002,7167,"San Antonio",106700
5.2,2002,6956,"San Antonio",112900
5.4,2003,7241,"San Antonio",101100
5.5,2003,7343,"San Antonio",108800
5.7,2003,7639,"San Antonio",105500
5.8,2003,7911,"San Antonio",111900
6,2003,8159,"San Antonio",114500
6.1,2003,8413,"San Antonio",125500
6,2003,8408,"San Antonio",120600
5.9,2003,8344,"San Antonio",120500
5.9,2003,8476,"San Antonio",111600
5.7,2003,8357,"San Antonio",108100
5.5,2003,8112,"San Antonio",110800
5.3,2003,7867,"San Antonio",114200
5.6,2004,8302,"San Antonio",107100
5.7,2004,8529,"San Antonio",108300
5.7,2004,8783,"San Antonio",114400
5.7,2004,8857,"San Antonio",112500
5.7,2004,8977,"San Antonio",121800
5.6,2004,8928,"San Antonio",126900
5.5,2004,8903,"San Antonio",124200
5.3,2004,8830,"San Antonio",124000
5.3,2004,8847,"San Antonio",120700
4.9,2005,8512,"San Antonio",114900
4.9,2005,8546,"San Antonio",121400
5,2005,8849,"San Antonio",121600
5,2005,8845,"San Antonio",125900
4.9,2005,8940,"San Antonio",130700
4.9,2005,8924,"San Antonio",135700
4.8,2005,8822,"San Antonio",134600
4.4,2005,8344,"San Antonio",135500
4.2,2005,8141,"San Antonio",136700
4.1,2005,8038,"San Antonio",129700
3.9,2005,7826,"San Antonio",134500
3.8,2005,7552,"San Antonio",139200
3.9,2006,7905,"San Antonio",130400
3.9,2006,7846,"San Antonio",130400
3.9,2006,8134,"San Antonio",135900
4,2006,8238,"San Antonio",135800
4,2006,8397,"San Antonio",140800
4,2006,8447,"San Antonio",147500
4,2006,8675,"San Antonio",146100
4.1,2006,8889,"San Antonio",143300
4.2,2006,9169,"San Antonio",139100
4.4,2006,9563,"San Antonio",137900
4.3,2006,9431,"San Antonio",141700
4.2,2006,9101,"San Antonio",147500
4.4,2007,9696,"San Antonio",142400
4.8,2007,10388,"San Antonio",143100
5,2007,10785,"San Antonio",145700
5.3,2007,11563,"San Antonio",145000
5.7,2007,12256,"San Antonio",147200
6,2007,12718,"San Antonio",157200
6.1,2007,12946,"San Antonio",152300
6.1,2007,12857,"San Antonio",151500
6.2,2007,12884,"San Antonio",146600
6.4,2007,13103,"San Antonio",144400
6.2,2007,12578,"San Antonio",145000
5.9,2007,11843,"San Antonio",148500
6.2,2008,12368,"San Antonio",140400
6.4,2008,12631,"San Antonio",143000
6.8,2008,13091,"San Antonio",147900
7.1,2008,13479,"San Antonio",152300
7.4,2008,13640,"San Antonio",151700
7.6,2008,13871,"San Antonio",157800
7.9,2008,14088,"San Antonio",153400
8,2008,13814,"San Antonio",150200
7.9,2008,13618,"San Antonio",144500
8,2008,13541,"San Antonio",144300
8,2008,13137,"San Antonio",142600
7.6,2008,12281,"San Antonio",141500
7.8,2009,12349,"San Antonio",145900
8.1,2009,12622,"San Antonio",142300
8.4,2009,12807,"San Antonio",143800
8.5,2009,12690,"San Antonio",147900
8.5,2009,12601,"San Antonio",151600
8.5,2009,12516,"San Antonio",156100
8.4,2009,12413,"San Antonio",158600
8.2,2009,12224,"San Antonio",147800
8,2009,11865,"San Antonio",146500
7.7,2009,11583,"San Antonio",138700
7.4,2009,11506,"San Antonio",141000
7.1,2009,11150,"San Antonio",147400
7.5,2010,11755,"San Antonio",138800
7.8,2010,12168,"San Antonio",141700
8.1,2010,12948,"San Antonio",143300
7.8,2010,12716,"San Antonio",142600
7.8,2010,13055,"San Antonio",146600
8.1,2010,13552,"San Antonio",152000
8.4,2010,13598,"San Antonio",161800
8.3,2010,13423,"San Antonio",160100
8.1,2010,13022,"San Antonio",152000
8.1,2010,12615,"San Antonio",149300
7.9,2010,12235,"San Antonio",152900
7.5,2010,11603,"San Antonio",157200
7.7,2011,11903,"San Antonio",146100
7.9,2011,12076,"San Antonio",148700
8.2,2011,12485,"San Antonio",148400
8.4,2011,12631,"San Antonio",147900
8.6,2011,12685,"San Antonio",152400
8.5,2011,12655,"San Antonio",155300
8.3,2011,12491,"San Antonio",156500
7.8,2011,11856,"San Antonio",153300
7.5,2011,11489,"San Antonio",152400
7.4,2011,11299,"San Antonio",151400
7.1,2011,10901,"San Antonio",147500
6.6,2011,10171,"San Antonio",151900
6.7,2012,10400,"San Antonio",142100
6.7,2012,10486,"San Antonio",150200
6.8,2012,10618,"San Antonio",157200
6.9,2012,10977,"San Antonio",156900
7,2012,11063,"San Antonio",160400
6.9,2012,11031,"San Antonio",169700
6.8,2012,10938,"San Antonio",163200
6.4,2012,10477,"San Antonio",160400
6.1,2012,10148,"San Antonio",157200
5.9,2012,9828,"San Antonio",157800
5.5,2012,9429,"San Antonio",160800
5.1,2012,8801,"San Antonio",159500
5.1,2013,8932,"San Antonio",150400
5.4,2013,9359,"San Antonio",159300
5.4,2013,9488,"San Antonio",158300
5.3,2013,9421,"San Antonio",165300
5.1,2013,9406,"San Antonio",174900
5.1,2013,9581,"San Antonio",177800
5.1,2013,9763,"San Antonio",178000
4.8,2013,9396,"San Antonio",174700
4.6,2013,9113,"San Antonio",168400
4.5,2013,8868,"San Antonio",168500
4.2,2013,8372,"San Antonio",170300
3.9,2013,7914,"San Antonio",172300
4.1,2014,8282,"San Antonio",160900
4.3,2014,8638,"San Antonio",168600
4.4,2014,8909,"San Antonio",173300
4.6,2014,9358,"San Antonio",175900
4.7,2014,9560,"San Antonio",182600
4.7,2014,9641,"San Antonio",188800
4.6,2014,9458,"San Antonio",185300
4.5,2014,9235,"San Antonio",180700
4.3,2014,9000,"San Antonio",184000
4.1,2014,8710,"San Antonio",174600
3.9,2014,8236,"San Antonio",184100
3.6,2014,7569,"San Antonio",183400
3.6,2015,7717,"San Antonio",175900
3.6,2015,7799,"San Antonio",186700
3.7,2015,8032,"San Antonio",185800
3.8,2015,8388,"San Antonio",188500
3.9,2015,8682,"San Antonio",199400
4,2015,9105,"San Antonio",199400
4.1,2015,9462,"San Antonio",198100
6.3,2000,190,"San Marcos",106700
6,2000,183,"San Marcos",112900
6,2000,184,"San Marcos",112500
6.5,2000,194,"San Marcos",106000
6.8,2000,213,"San Marcos",92500
7.5,2000,227,"San Marcos",117500
7.7,2000,228,"San Marcos",97500
8.4,2000,259,"San Marcos",112000
6.1,2000,188,"San Marcos",110000
8.2,2000,259,"San Marcos",110000
6.9,2000,208,"San Marcos",123300
8.6,2000,259,"San Marcos",120000
8.7,2001,260,"San Marcos",126000
8.4,2001,258,"San Marcos",124000
8,2001,257,"San Marcos",120000
8.5,2008,187,"San Marcos",150000
7.4,2008,160,"San Marcos",143300
7.4,2008,158,"San Marcos",140000
7,2008,152,"San Marcos",153300
6.9,2009,149,"San Marcos",138000
7.6,2009,158,"San Marcos",95000
8.4,2009,171,"San Marcos",130000
9.5,2009,179,"San Marcos",140000
10.5,2009,188,"San Marcos",120000
10.4,2009,187,"San Marcos",150000
11.6,2009,196,"San Marcos",160000
10.2,2009,176,"San Marcos",140000
9.7,2009,168,"San Marcos",190000
9.1,2009,160,"San Marcos",150000
9.4,2009,164,"San Marcos",176700
9.5,2009,167,"San Marcos",140000
9.7,2010,169,"San Marcos",130000
9.6,2010,169,"San Marcos",140000
10.5,2010,189,"San Marcos",120000
9.9,2010,188,"San Marcos",142900
8.2,2010,172,"San Marcos",123300
8.8,2010,185,"San Marcos",142900
8.7,2010,181,"San Marcos",138000
9.1,2010,190,"San Marcos",140000
8.7,2010,188,"San Marcos",110000
8.6,2010,185,"San Marcos",130000
27.5,2010,590,"San Marcos",250000
7,2010,155,"San Marcos",130000
7.5,2011,165,"San Marcos",140000
7.3,2011,159,"San Marcos",160000
8.1,2011,174,"San Marcos",120000
9.2,2011,188,"San Marcos",150000
9.8,2011,190,"San Marcos",150000
9.1,2011,185,"San Marcos",141400
7.8,2011,167,"San Marcos",156000
8.3,2011,175,"San Marcos",164000
8.3,2011,169,"San Marcos",165000
8.3,2011,163,"San Marcos",180000
8.2,2011,161,"San Marcos",145000
8,2011,148,"San Marcos",140000
8.1,2012,151,"San Marcos",150000
7,2012,132,"San Marcos",147500
8.2,2012,156,"San Marcos",168000
8.5,2012,163,"San Marcos",170000
8.4,2012,157,"San Marcos",140000
8.9,2012,163,"San Marcos",134300
8.8,2012,154,"San Marcos",160000
9.4,2012,159,"San Marcos",153300
9,2012,155,"San Marcos",160000
8,2012,140,"San Marcos",170000
7.2,2012,129,"San Marcos",160000
6.2,2012,115,"San Marcos",170000
6.6,2013,122,"San Marcos",140000
6.6,2013,122,"San Marcos",130000
6,2013,118,"San Marcos",156700
7.5,2013,149,"San Marcos",160000
6.8,2013,141,"San Marcos",156700
7,2013,137,"San Marcos",155000
6.4,2013,134,"San Marcos",150000
1.6,2013,35,"San Marcos",170000
5.4,2013,122,"San Marcos",170000
5,2013,114,"San Marcos",160000
4.8,2013,111,"San Marcos",160000
5.9,2013,135,"San Marcos",175000
4.5,2014,106,"San Marcos",155000
4.6,2014,109,"San Marcos",153300
5,2014,115,"San Marcos",180000
4.8,2014,118,"San Marcos",155000
4.9,2014,118,"San Marcos",170000
4.6,2014,116,"San Marcos",152900
4.4,2014,112,"San Marcos",152900
4.3,2014,108,"San Marcos",153800
3.3,2014,82,"San Marcos",174300
3.9,2014,98,"San Marcos",153300
4,2014,96,"San Marcos",146700
3.1,2014,79,"San Marcos",187500
3.4,2015,85,"San Marcos",150000
3.3,2015,83,"San Marcos",170000
3.8,2015,97,"San Marcos",160000
4.4,2015,110,"San Marcos",210700
4,2015,102,"San Marcos",215000
4,2015,101,"San Marcos",190000
6.6,2000,494,"Sherman-Denison",70000
6.2,2000,468,"Sherman-Denison",68800
6.3,2000,484,"Sherman-Denison",65000
7.1,2000,529,"Sherman-Denison",78900
6.5,2000,521,"Sherman-Denison",69700
6.3,2000,527,"Sherman-Denison",76900
6.5,2000,552,"Sherman-Denison",81700
6.4,2000,548,"Sherman-Denison",76400
6.4,2000,557,"Sherman-Denison",79000
6.4,2000,554,"Sherman-Denison",91900
6,2000,539,"Sherman-Denison",82800
5.8,2000,523,"Sherman-Denison",76200
6,2001,546,"Sherman-Denison",68600
6.1,2001,565,"Sherman-Denison",85000
6.3,2001,582,"Sherman-Denison",77300
6.7,2001,622,"Sherman-Denison",75400
7.5,2001,667,"Sherman-Denison",93100
8.1,2001,685,"Sherman-Denison",91200
8.4,2001,708,"Sherman-Denison",99200
8.4,2001,709,"Sherman-Denison",82000
8.6,2001,711,"Sherman-Denison",79400
8.2,2001,690,"Sherman-Denison",77800
8.4,2001,702,"Sherman-Denison",90000
8.5,2001,713,"Sherman-Denison",81400
9,2002,746,"Sherman-Denison",72500
9.2,2002,754,"Sherman-Denison",80800
9.7,2002,774,"Sherman-Denison",88800
9.6,2002,787,"Sherman-Denison",83000
9.5,2002,807,"Sherman-Denison",85000
9.2,2002,807,"Sherman-Denison",86500
9.6,2002,845,"Sherman-Denison",86100
9.3,2002,847,"Sherman-Denison",88900
9.3,2002,841,"Sherman-Denison",96200
9.1,2002,847,"Sherman-Denison",91800
9.3,2002,847,"Sherman-Denison",93500
8.7,2002,815,"Sherman-Denison",90000
9.4,2003,882,"Sherman-Denison",80000
9.2,2003,873,"Sherman-Denison",86700
9.4,2003,901,"Sherman-Denison",86700
9.9,2003,948,"Sherman-Denison",87700
10.5,2003,976,"Sherman-Denison",77200
10.8,2003,999,"Sherman-Denison",90000
10.9,2003,1018,"Sherman-Denison",95700
10.8,2003,1016,"Sherman-Denison",94200
10.3,2003,997,"Sherman-Denison",86500
10.2,2003,979,"Sherman-Denison",85800
9.9,2003,970,"Sherman-Denison",80800
9.8,2003,945,"Sherman-Denison",90800
10.5,2004,1030,"Sherman-Denison",73800
11.1,2004,1063,"Sherman-Denison",86000
10.8,2004,1053,"Sherman-Denison",84400
11.2,2004,1104,"Sherman-Denison",78600
11.4,2004,1139,"Sherman-Denison",97500
11.5,2004,1180,"Sherman-Denison",84700
11.3,2004,1192,"Sherman-Denison",101000
11,2004,1179,"Sherman-Denison",94600
10.7,2004,1153,"Sherman-Denison",95800
10.5,2004,1142,"Sherman-Denison",93300
10.1,2004,1119,"Sherman-Denison",98000
9.2,2004,1050,"Sherman-Denison",89600
9,2005,1042,"Sherman-Denison",86900
8.7,2005,1037,"Sherman-Denison",92100
8.9,2005,1081,"Sherman-Denison",1e+05
8.8,2005,1089,"Sherman-Denison",89500
8.8,2005,1124,"Sherman-Denison",97100
9,2005,1143,"Sherman-Denison",85000
9.1,2005,1148,"Sherman-Denison",96000
8.5,2005,1091,"Sherman-Denison",84500
8.5,2005,1091,"Sherman-Denison",107500
8.3,2005,1055,"Sherman-Denison",105600
7.9,2005,998,"Sherman-Denison",96000
8.4,2006,1055,"Sherman-Denison",87500
8.3,2006,1048,"Sherman-Denison",88800
8.6,2006,1076,"Sherman-Denison",104300
8.9,2006,1107,"Sherman-Denison",96400
9.7,2006,1179,"Sherman-Denison",105700
9.5,2006,1174,"Sherman-Denison",95600
9.9,2006,1216,"Sherman-Denison",95700
9.3,2006,1188,"Sherman-Denison",101200
9.5,2006,1172,"Sherman-Denison",106200
9.3,2006,1153,"Sherman-Denison",101400
8.9,2006,1126,"Sherman-Denison",95000
8.5,2006,1069,"Sherman-Denison",87300
8.7,2007,1106,"Sherman-Denison",91200
8.8,2007,1120,"Sherman-Denison",103300
9,2007,1153,"Sherman-Denison",90000
8.9,2007,1161,"Sherman-Denison",95800
9.1,2007,1191,"Sherman-Denison",98200
9.4,2007,1218,"Sherman-Denison",105000
9.4,2007,1196,"Sherman-Denison",96400
10.1,2007,1242,"Sherman-Denison",104000
9.8,2007,1221,"Sherman-Denison",1e+05
9.9,2007,1219,"Sherman-Denison",101100
9.3,2007,1149,"Sherman-Denison",96900
8.9,2007,1071,"Sherman-Denison",92100
9.1,2008,1078,"Sherman-Denison",78800
9,2008,1071,"Sherman-Denison",83800
9.5,2008,1101,"Sherman-Denison",98600
9.6,2008,1095,"Sherman-Denison",98100
9.8,2008,1115,"Sherman-Denison",103100
10.4,2008,1151,"Sherman-Denison",96700
10.3,2008,1149,"Sherman-Denison",86900
10.2,2008,1118,"Sherman-Denison",1e+05
9.8,2008,1059,"Sherman-Denison",93300
9.6,2008,1032,"Sherman-Denison",80500
9.9,2008,1024,"Sherman-Denison",92500
9,2008,922,"Sherman-Denison",85000
9.4,2009,952,"Sherman-Denison",60000
10.1,2009,988,"Sherman-Denison",63300
10.1,2009,964,"Sherman-Denison",80600
10.7,2009,1003,"Sherman-Denison",86900
11.5,2009,1027,"Sherman-Denison",90000
11.3,2009,1013,"Sherman-Denison",96700
12,2009,1050,"Sherman-Denison",116000
12.5,2009,1071,"Sherman-Denison",103300
12.1,2009,1019,"Sherman-Denison",1e+05
11.9,2009,995,"Sherman-Denison",95700
11.1,2009,955,"Sherman-Denison",97500
10.1,2009,878,"Sherman-Denison",87200
10.2,2010,893,"Sherman-Denison",76900
10.5,2010,930,"Sherman-Denison",89000
10.6,2010,958,"Sherman-Denison",83100
10.8,2010,990,"Sherman-Denison",93200
11.2,2010,1044,"Sherman-Denison",91700
12,2010,1108,"Sherman-Denison",103600
12.3,2010,1130,"Sherman-Denison",101000
12.2,2010,1124,"Sherman-Denison",76400
11.9,2010,1097,"Sherman-Denison",71200
11.7,2010,1052,"Sherman-Denison",98300
11.6,2010,1031,"Sherman-Denison",85000
11,2010,963,"Sherman-Denison",94200
11,2011,950,"Sherman-Denison",75000
11,2011,939,"Sherman-Denison",71000
11.1,2011,955,"Sherman-Denison",86700
11.7,2011,989,"Sherman-Denison",94000
11.5,2011,970,"Sherman-Denison",78000
11.4,2011,987,"Sherman-Denison",93600
11.2,2011,976,"Sherman-Denison",111000
11,2011,950,"Sherman-Denison",81500
10.5,2011,919,"Sherman-Denison",89000
10,2011,882,"Sherman-Denison",85600
9.5,2011,832,"Sherman-Denison",1e+05
8.8,2011,780,"Sherman-Denison",91700
8.7,2012,781,"Sherman-Denison",85000
8.9,2012,804,"Sherman-Denison",88900
9.2,2012,830,"Sherman-Denison",95000
9.5,2012,849,"Sherman-Denison",85000
9.9,2012,882,"Sherman-Denison",120000
9.8,2012,847,"Sherman-Denison",102000
9.8,2012,863,"Sherman-Denison",88800
9.3,2012,847,"Sherman-Denison",93800
9.2,2012,835,"Sherman-Denison",96100
8.7,2012,815,"Sherman-Denison",114300
7.9,2012,760,"Sherman-Denison",99400
7.1,2012,693,"Sherman-Denison",93600
7.6,2013,738,"Sherman-Denison",87500
7.6,2013,748,"Sherman-Denison",90000
7.9,2013,777,"Sherman-Denison",103800
7.5,2013,764,"Sherman-Denison",103800
7.4,2013,777,"Sherman-Denison",123600
7.5,2013,798,"Sherman-Denison",111400
7.3,2013,791,"Sherman-Denison",116700
7,2013,766,"Sherman-Denison",105900
6.7,2013,757,"Sherman-Denison",115400
6.6,2013,742,"Sherman-Denison",111300
6.5,2013,724,"Sherman-Denison",90800
5.8,2013,645,"Sherman-Denison",103300
6.2,2014,688,"Sherman-Denison",79400
6,2014,672,"Sherman-Denison",110000
6.3,2014,708,"Sherman-Denison",93000
6.5,2014,738,"Sherman-Denison",85000
6.6,2014,747,"Sherman-Denison",97500
6.6,2014,773,"Sherman-Denison",135000
6.5,2014,762,"Sherman-Denison",114200
6.1,2014,714,"Sherman-Denison",123300
5.9,2014,691,"Sherman-Denison",118200
5.7,2014,686,"Sherman-Denison",125600
5.3,2014,638,"Sherman-Denison",115000
4.8,2014,591,"Sherman-Denison",129200
4.4,2015,549,"Sherman-Denison",121700
4.1,2015,519,"Sherman-Denison",124400
4.2,2015,534,"Sherman-Denison",115700
4.1,2015,526,"Sherman-Denison",132100
4,2015,518,"Sherman-Denison",125000
4.1,2015,534,"Sherman-Denison",130000
4.4,2015,593,"Sherman-Denison",125500
54.5,2010,1403,"South Padre Island",225000
54.9,2010,1396,"South Padre Island",208300
51.7,2010,1348,"South Padre Island",193300
51.3,2010,1316,"South Padre Island",262500
52,2010,1340,"South Padre Island",165000
49.8,2010,1277,"South Padre Island",225000
51.6,2010,1259,"South Padre Island",175000
55.9,2010,1280,"South Padre Island",160000
55.7,2011,1258,"South Padre Island",225000
37,2011,817,"South Padre Island",262500
41,2011,881,"South Padre Island",180000
39.7,2011,877,"South Padre Island",182000
40.8,2011,919,"South Padre Island",140000
43.6,2011,934,"South Padre Island",123300
42,2011,900,"South Padre Island",150000
41.9,2011,891,"South Padre Island",197500
40.2,2011,837,"South Padre Island",160000
40.2,2011,827,"South Padre Island",140000
39.2,2011,829,"South Padre Island",243800
37.4,2011,761,"South Padre Island",150000
39.3,2012,808,"South Padre Island",250000
34.6,2012,742,"South Padre Island",206200
34.4,2012,731,"South Padre Island",160000
35.4,2012,750,"South Padre Island",210000
34.6,2012,758,"South Padre Island",147500
33.6,2012,755,"South Padre Island",180000
32.6,2012,750,"South Padre Island",190000
29.8,2012,717,"South Padre Island",150000
29,2012,698,"South Padre Island",175000
29.6,2012,733,"South Padre Island",170000
29.2,2012,735,"South Padre Island",2e+05
26,2012,675,"South Padre Island",190000
27.6,2013,739,"South Padre Island",225000
27.7,2013,730,"South Padre Island",2e+05
27.9,2013,781,"South Padre Island",208300
26.6,2013,758,"South Padre Island",126000
25.9,2013,770,"South Padre Island",175000
25.3,2013,767,"South Padre Island",165000
24.4,2013,749,"South Padre Island",196700
22.8,2013,717,"South Padre Island",254200
22.8,2013,721,"South Padre Island",133300
22.3,2013,733,"South Padre Island",136000
21.3,2013,697,"South Padre Island",172000
23.2,2014,764,"South Padre Island",160000
22.7,2014,757,"South Padre Island",180000
21.9,2014,764,"South Padre Island",120000
22.5,2014,763,"South Padre Island",110000
23.8,2014,773,"South Padre Island",180000
24.3,2014,796,"South Padre Island",160000
22.7,2014,773,"South Padre Island",184000
22.2,2014,759,"South Padre Island",175000
21.3,2014,732,"South Padre Island",157500
19.3,2014,707,"South Padre Island",173300
19.1,2014,700,"South Padre Island",152500
17.9,2014,670,"South Padre Island",215000
18.5,2015,688,"South Padre Island",180000
18.2,2015,675,"South Padre Island",225000
19.5,2015,711,"South Padre Island",146700
19.7,2015,729,"South Padre Island",180000
19.3,2015,733,"South Padre Island",212500
19.3,2015,728,"South Padre Island",166700
19.4,2015,728,"South Padre Island",172200
6.7,2000,582,"Temple-Belton",82900
7.1,2000,617,"Temple-Belton",91700
7.3,2000,634,"Temple-Belton",83800
7.5,2000,647,"Temple-Belton",83600
